url,title,des,site,time
http://www.donews.com/news/detail/1/2945657.html,唯品会完成浙江贝付工商变更 将其更名为“浙江唯品会支付公司”,"DoNews  2017年01月03日 15:43DoNews 1月3日消息(记者 周勤燕)继去年9月完成对浙江贝付科技有限公司的全资收购获得支付牌照后,近日唯品会已完成对浙江贝付的工商变更,后者正式更名为“浙江...  百度快照",DoNews,2017年01月03日
http://stock.jrj.com.cn/2017/01/03104721917731.shtml,唯品会完成对浙江贝付更名 获牌后加速搭建闭环生态圈,"金融界  2017年01月03日 10:51此次更名的完成将更有利于唯品会推出自有支付品牌和支付平台,并在获牌之后借助浙江唯品会支付公司在支付领域的专业优势,进一步为用户构建更完整的交易闭环,同时也为唯...  7条相同新闻  -  百度快照",金融界,2017年01月03日
http://laotie.baijia.baidu.com/article/740553,网上零售“新四化”下 唯品会时尚特卖抢占行业风口,"百度百家  2016年12月30日 14:00艾瑞刚刚发布了《2016年中国电商生命力报告》分析指出,电商发展的“新四化”概念为场景化、国际化,社交化以及个性化,唯品会如何先行一步。...  4条相同新闻  -  百度快照",百度百家,2016年12月30日
http://tech.sina.com.cn/i/2016-12-31/doc-ifxzczff3483235.shtml,唯品会打造时尚特卖生态圈 把握未来“新四化”趋势,"新浪科技  2016年12月31日 01:00值得注意的是,一直坚持正品特卖模式的唯品会,不仅取得登陆美股以来连续16个季度盈利的成绩,而且在电商生态化背景下已经打造出独树一帜的唯品会时尚特卖生态圈,从其自...  2条相同新闻  -  百度快照",新浪科技,2016年12月31日
http://www.mnw.cn/keji/mi/1525711.html,唯品会收购第三方支付牌照正式落槌 浙江贝付完成更名,"闽南网  2017年01月03日 16:10­ 凤凰科技讯(作者/白杨)今天上午,唯品会对外宣布,已完成对浙江贝付科技有限公司的全资收购,后者正式更名为“浙江唯品会支付服务有限公司”(以下简称“浙江唯品会...  百度快照",闽南网,2017年01月03日
http://www.ysslc.com/caijing/xinwen/135160.html,"唯品会:已完成浙江贝付工商名字变更 立足搭建""互联网+金融+服务""...","263财富网  2017年01月03日 15:06近日,唯品会已完成对浙江贝付的工商变更,后者正式更名为“浙江唯品会支付服务有限公司”(以下简称“浙江唯品会支付公司”)。据悉,这是继去年9月完成对浙江贝付科技...  百度快照",263财富网,2017年01月03日
http://credit.cngold.org/s/d2891918,招商银行唯品会联名卡(粉卡),金投网  2017年01月03日 14:05☆新户达标即可30元购买725元FolliFollie手包☆唯品会新户可领55元周董礼包☆唯品会平台刷卡交易享5倍招行积分 全国 成功申卡10000人...  3条相同新闻  -  百度快照,金投网,2017年01月03日
http://xyjj.china.com.cn/2017-01/03/content_9262563.htm,唯品会劲霸男装暖冬新品专场 温暖盛型,"中国网县域经济  2017年01月03日 14:231月3日,唯品会劲霸男装唯品价专场,暖冬新品,温暖盛型。 劲霸男装以“款式设计领先”和“版型经验丰富”获得消费者良好口碑,劲霸男装品牌标志寓意“王者归来”,由...  2条相同新闻  -  百度快照",中国网县域经济,2017年01月03日
http://money.163.com/16/1226/02/C967I694002580S6.html#from=keyscan,艾瑞咨询:唯品会发展强劲 抢滩电商“新四化”,"网易财经  2016年12月26日 02:39(原标题:艾瑞咨询:唯品会发展强劲 抢滩电商“新四化”) 12月20日,国内知名第三方咨询机构艾瑞咨询(iResearch)正式发布《2016年中国电商生命力报告》。报告指出,2015...  13条相同新闻  -  百度快照",网易财经,2016年12月26日
http://www.lanjingtmt.com/news/mdetail/9080.shtml,来拍呀:要做房产O2O体系的“唯品会”,"蓝鲸TMT网  2017年01月02日 11:32卢毅说:“房产拍卖市场有着严重的信息不对称。我们想要做房产O2O体系的唯品会,做的越细越好,越大越好,痛点越深越好。” 其实提到司法拍卖的房产,最吸引人的莫过...  百度快照",蓝鲸TMT网,2017年01月02日
http://it.sohu.com/20161227/n477111180.shtml,破解中国电商未来新趋势 看唯品会如何顺势而为?,"搜狐科技  2016年12月27日 21:30在《财富》杂志评选的2016年美股“100家增长最快的公司”排行榜中,唯品会一举超越Facebook,排名第二,成为唯一入围TOP10的中国企业;凯度零售咨询(Kantar Retail)发布...  4条相同新闻  -  百度快照",搜狐科技,2016年12月27日
http://bank.stockstar.com/IG2016123000002209.shtml,唯品会荣获“2016年度中国公益企业”奖项,"证券之星  2016年12月30日 15:4712月27日,“2016中国公益年会”在国家会议中心举行,表彰了2016年度影响中国公益的百名人物和百家企业等。唯品会凭借在公益助学、医疗重疾、孤寡弱势、自然环保等四大...  百度快照",证券之星,2016年12月30日
http://www.0745news.cn/2016/1229/1007498.shtml,Trustdata《2016年中国移动互联网电商行业发展分析报告》:唯品会...,"怀化新闻网  2016年12月29日 10:00近日, Trustdata移动大数据监测平台发布了《2016年中国移动互联网电商行业发展分析报告》(以下简称“《报告》”),该报告显示,2016年中国移动互联网中,特卖电商唯品会...  百度快照",怀化新闻网,2016年12月29日
http://www.lieyunwang.com/news/2582,唯品会第三季度净利3.17亿同比增90%,"猎云网  2016年12月29日 10:52搜狐科技文/木木 唯品会发布了截至9月30日的2015财年第三季度未经审计的财报。财报显示,唯品会第三季度净营收为86.7亿元人... ...  百度快照",猎云网,2016年12月29日
http://nmg.sina.com.cn/news/shenghuo/2016-12-28/detail-129682.html,唯品会可可尼COCOON女装 优雅高奢品质,"新浪内蒙古  2016年12月28日 15:00唯品会可可尼COCOON女装专场,12月28日正在火热进行中,全场1折起,满498减100,上不封顶。 可可尼COCOON为浙江印象实业股份有限公司旗下品牌,始创于2002年。可可尼...  2条相同新闻  -  百度快照",新浪内蒙古,2016年12月28日
http://zgsc.china.com.cn/zxun/mq/2016-12-28/566819.html,"唯品会销售再卫冕,无硅油头皮护理领导者——滋源三冠加身","中国视窗  2016年12月28日 15:12自从大促成为电商的“必备动作”后,年底的大促季更是各大电商平台展露身手的好时机。12月8日,成功入选国家品牌计划的滋源,以单日1167万元的佳绩夺得唯品会12.8...  百度快照",中国视窗,2016年12月28日
http://www.senn.com.cn/sx/2016/12/27/173842.html,唯品会瑞士依波路腕表专场 奢华好礼提前购,"南方企业新闻网  2016年12月27日 15:5112月27日,唯品会瑞士依波路腕表专场,新年有新“意”奢华好礼提前购,全场3.8折起,满498减80,上不封顶;还有随心分期,购物不停。  百度快照",南方企业新闻网,2016年12月27日
http://www.citure.net/info/20161227/20161227140504.shtml,唯品会罗茜奥LOZIO男装礼服专场 冬日绅士新格调,"中国城市网  2016年12月27日 14:3412月27日,唯品会罗茜奥LOZIO男装礼服专场,冬日绅士新格调低调,严谨延续经典,全场0.7折起。  2条相同新闻  -  百度快照",中国城市网,2016年12月27日
http://www.0745news.cn/2016/1226/1006258.shtml,唯品会北欧DW时尚腕表专场 时尚造型,"怀化新闻网  2016年12月26日 17:00唯品会北欧DW时尚腕表专场,12月26日火热售卖中,全场4.6折起,满1000减50,上不封顶。 Daniel Wellington是来自瑞典的手表品牌,现总部位于瑞典东南部城市乌普萨拉(...  3条相同新闻  -  百度快照",怀化新闻网,2016年12月26日
http://edu.sxgov.cn/content/2016-12/26/content_7740978.htm,唯品会A21男装专场 迎元旦换新装,"黄河新闻网  2016年12月26日 17:14唯品会每天早10晚8各上新一次,让消费者每次逛都有新鲜感,“边逛边发现”的过程带来的惊喜感、满足感和幸福感,是吸引这类消费者“天天都来唯品会看看”的主要...  3条相同新闻  -  百度快照",黄河新闻网,2016年12月26日
http://www.citure.net/info/20161226/20161226153940.shtml,唯品会枫叶LEAVELAND男鞋 暖冬出型,"中国城市网  2016年12月26日 15:5312月26日,唯品会枫叶LEAVELAND意大利流行趋势男鞋,暖冬出型,全场1折起。... 12月26日,唯品会枫叶LEAVELAND意大利流行趋势男鞋,暖冬出型,全场1折起。 枫叶LEAVELAND...  2条相同新闻  -  百度快照",中国城市网,2016年12月26日
http://finance.jxcn.cn/system/2016/12/26/015594612.shtml,唯品会马克华菲男装领跑型潮 摩登十足,"中国江西网  2016年12月26日 15:26唯品会马克华菲男装领跑型潮专场,12月26日,全场1.3折起。肆意扮帅,摩登十足。 马克华菲——一个以深海鲸鱼命名的服装公司,秉持历年优雅的欧式哲学,如同一个奇迹...  百度快照",中国江西网,2016年12月26日
http://edu.sxgov.cn/content/2016-12/26/content_7740304.htm,唯品会EIN&EIN.PURE女装混合专场 圣诞折扣季,"黄河新闻网  2016年12月26日 13:16    作为国内网民最常购物的网站之一,唯品会也在由“优质商品销售平台“升级为“全球优质生活方式平台”的过程中不断积累势能,不断释放更多“惊喜”。在...  百度快照",黄河新闻网,2016年12月26日
http://panews.zjol.com.cn/panews/system/2016/12/26/020959676.shtml,唯品会柒牌男装专场 年终钜惠狂欢不断,"磐安新闻网  2016年12月26日 11:0012月26日,唯品会柒牌男装专场,年终钜惠,狂欢不断,全场1.4折起。 在柒牌眼里,企业的核心竞争力,是品牌的打造,是品牌的文化附加值的提升。品牌是一种无形的资产,...  5条相同新闻  -  百度快照",磐安新闻网,2016年12月26日
http://www.0745news.cn/2016/1226/1006109.shtml,唯品会唐狮tonlion男装专场 圣诞狂欢购有理,"怀化新闻网  2016年12月26日 10:00圣诞购疯狂,12月26日,唯品会唐狮tonlion男装专场,狂欢有理,全场1.2折起,满298元减50,上不封顶。 唐狮以“打造同行业最优秀品牌”为己任。近几年,“主题精干...  3条相同新闻  -  百度快照",怀化新闻网,2016年12月26日
http://www.senn.com.cn/sx/2016/12/26/173501.html,唯品会吉芬JEFEN女装专场 在洒脱中塑造经典,"南方企业新闻网  2016年12月26日 09:2812月26日,唯品会吉芬JEFEN女装专场正在火热进行中,全场0.8折起,秋冬女装,特惠来袭。... 12月26日,唯品会吉芬JEFEN女装专场正在火热进行中,全场0.8折起,秋冬女装,...  2条相同新闻  -  百度快照",南方企业新闻网,2016年12月26日
http://zgsc.china.com.cn/zxun/zhzx/2016-12-26/565260.html,唯品会EIN&EIN.PURE女装混合专场 圣诞折扣季,"中国视窗  2016年12月26日 09:30唯品会EIN&EIN.PURE女装混合专场,12月26日火热售卖中,全年最低价99元起。 EIN创立于2002年,是深圳市玮言服饰股份有限公司旗下的时尚女装品牌。EIN致力于传播北欧...  百度快照",中国视窗,2016年12月26日
http://www.vmeti.com/uncategorized/79289.html,唯品会1.12亿迎娶乐蜂网:站在股价巅峰的LV恋,"微媒体  2016年12月25日 12:341.125亿美元,唯品会宣布控股乐蜂网75%股份,乐蜂网静佳JPlus等自有品牌保持独立发展。 2个月闪婚 “他们相爱了” 2月14日,唯品会以104.85美元强势开盘,上扬7.9...  百度快照",微媒体,2016年12月25日
http://dress.pclady.com.cn/new/0501/102522.html,唯品会携法国奢侈品牌Roger Vivier推“名媛鞋包”特卖,"太平洋女性网  2016年12月23日 15:00为了给超过2亿会员献上惊喜浪漫的圣诞好礼,助力爱美的女性会员成为聚会派对上最闪耀的焦点,继“周年庆”购物狂欢之后,全球最大特卖电商唯品会爱丽奢频道,推出“爱丽...  6条相同新闻  -  百度快照",太平洋女性网,2016年12月23日
http://news.ename.cn/yuming_20161223_107532_1.html,唯品会域名遭碰瓷? 投诉人败诉,"易名中国  2016年12月23日 17:51近期,唯品会的海外子公司 VIPSHOP (US) Inc的域名vipme.com被VIP Me Enterprises LL公司申请仲裁了,不过,最后仲裁委员会判原告败诉。  百度快照",易名中国,2016年12月23日
http://www.guangyuanol.cn/news/newssogou/2016/1223/692710.html,唯品会莱尔斯丹集团女鞋混合专场 美丽迎新,"川北在线  2016年12月23日 14:00原标题:唯品会莱尔斯丹集团女鞋混合专场 美丽迎新 唯品会莱尔斯丹集团女鞋混合专场12月23日正在火热特卖中,全场2.7折起,跨专场1件9折,2件8折。 Le Saunda散发无限...  2条相同新闻  -  百度快照",川北在线,2016年12月23日
http://www.zjjzx.cn/news/wlyxw/69501.html,唯品会Masfer.SU女装专场 炫出自我个性,"张家界在线  2016年12月23日 12:03唯品会Masfer.SU女装专场,12月23日火热售卖中,跨专场699减50,上不封顶,还有20元红包可领取哦~ Masfer.SU创立于2004年,是玛丝菲尔时装品牌管理机构针对女性的多样...  百度快照",张家界在线,2016年12月23日
http://zgsc.china.com.cn/zxun/zhzx/2016-12-23/564596.html,唯品会爱步ECCO男女鞋专场 悦享生活,"中国视窗  2016年12月23日 11:3912月23日,唯品会爱步ECCO男女鞋专场,悦享生活,儒雅从容,舒适经典ECCO鞋全场2.9折起。 ECCO以三大核心特征为依托:北欧设计风格、钟爱鞋履制作、营造积极的生活...  3条相同新闻  -  百度快照",中国视窗,2016年12月23日
http://www.senn.com.cn/sx/2016/12/23/173265.html,唯品会位列艾瑞咨询11月移动App电子商务购物类第三,"南方企业新闻网  2016年12月23日 09:20《2016年11月移动App排行榜Top1000》榜单,受一年一度双11网购狂欢的影响,网购类App应势飙升,月独立设备数毫无悬念的大幅上升;其中唯品会的环比上升幅度为13.8%,位...  百度快照",南方企业新闻网,2016年12月23日
http://news.hiapk.com/contribute/s585cdf9115eb.html?from=haokan,美版唯品会Optoro获3000万美元D轮融资,"安卓网资讯频道  2016年12月23日 00:0012月23日消息,帮助企业处理退换货和多余库存的Optoro宣布获得3000万美元D轮融资,本次交易的投资方包括United Parcel Service (UPS)、Revolution Growth、Kleiner ...  2条相同新闻  -  百度快照",安卓网资讯频道,2016年12月23日
http://www.hydst.com/msxw/2016/12/22/21501554292.html,衡阳县:唯品会中南地区运营总部项目奠基,"衡阳广电网  2016年12月22日 21:15依托衡阳县物流枢纽中心与电商孵化园的服务优势,全球五百强企业唯品会中南地区运营总部项目近日在衡阳县奠基。 【正文】 唯品会中南地区运营总部项目位于衡阳县高新技术...  百度快照",衡阳广电网,2016年12月22日
http://www.senn.com.cn/sx/2016/12/22/173169.html,唯品会波司登羽绒服男装 寒潮来袭温暖不断,"南方企业新闻网  2016年12月22日 15:1512月22日,唯品会波司登羽绒服男装专场,寒潮来袭温暖不断,全场1.1折起。... 提要:12月22日,唯品会波司登羽绒服男装专场,寒潮来袭温暖不断,全场1.1折起。...  百度快照",南方企业新闻网,2016年12月22日
http://life.oeeee.com/ad/201612/22/440364.html,唯品会“VIP大牌日”携手SK-II独家首发新品粉凝霜,"奥一网  2016年12月22日 15:24全球最大特卖电商唯品会,持续洞察和捕捉消费者购物趋势,不断联合众多国内外美妆大牌合作互动,带来品牌授权的正品美妆好物,满足超过2亿会员的购物需求。12月22日早...  百度快照",奥一网,2016年12月22日
http://fashion.sina.com.cn/b/nw/2016-12-22/1519/doc-ifxyxusa4796069.shtml,唯品会“VIP大牌日”携手SK-II独家首发新品粉凝霜,"新浪时尚  2016年12月22日 15:002017新年将至,虽然属于2016的冬日还未完全离开,美妆精们已经开始规划新一年的美妆必备清单。全球最大特卖电商唯品会,持续洞察和捕捉消费者购物趋势,不断联合众多国内...  3条相同新闻  -  百度快照",新浪时尚,2016年12月22日
http://gz.ifeng.com/a/20161222/5256793_0.shtml,唯品会“VIP大牌日”携手SK-II独家首发新品粉凝霜,"凤凰网  2016年12月22日 14:00全球最大特卖电商唯品会,持续洞察和捕捉消费者购物趋势,不断联合众多国内外美妆大牌合作互动,带来品牌授权的正品美妆好物,满足超过2亿会员的购物需求。  百度快照",凤凰网,2016年12月22日
